dataset,model_key,loss,eval_split,training_seed,strategy,metric,n_queries,mean
course_skill_atlas,bge-base,triplet,dev,33,DPR-Random,Recall@100,32,0.1628125
course_skill_atlas,bge-base,triplet,dev,33,DenseNeg,NDCG@10,32,0.06461686328433232
course_skill_atlas,bge-base,triplet,dev,33,DenseNeg,MRR@10,32,0.10168650793650794
course_skill_atlas,bge-base,triplet,dev,33,DenseNeg,MAP@100,32,0.009613508502021298
course_skill_atlas,bge-base,triplet,dev,33,DenseNeg,Recall@100,32,0.0371875
course_skill_atlas,bge-base,triplet,dev,44,CA-HNM-full,NDCG@10,32,0.05437653981780786
course_skill_atlas,bge-base,triplet,dev,44,CA-HNM-full,MRR@10,32,0.08854166666666667
course_skill_atlas,bge-base,triplet,dev,44,CA-HNM-full,MAP@100,32,0.010761611248684045
course_skill_atlas,bge-base,triplet,dev,44,CA-HNM-full,Recall@100,32,0.04875
course_skill_atlas,bge-base,triplet,dev,44,CA-HNM-rank-matched,NDCG@10,32,0.048600764765647265
course_skill_atlas,bge-base,triplet,dev,44,CA-HNM-rank-matched,MRR@10,32,0.08936011904761905
course_skill_atlas,bge-base,triplet,dev,44,CA-HNM-rank-matched,MAP@100,32,0.009367726267837679
course_skill_atlas,bge-base,triplet,dev,44,CA-HNM-rank-matched,Recall@100,32,0.0475
course_skill_atlas,bge-base,triplet,dev,44,DPR-Random,NDCG@10,32,0.20066644291053398
course_skill_atlas,bge-base,triplet,dev,44,DPR-Random,MRR@10,32,0.24739583333333334
course_skill_atlas,bge-base,triplet,dev,44,DPR-Random,MAP@100,32,0.0622546640676766
course_skill_atlas,bge-base,triplet,dev,44,DPR-Random,Recall@100,32,0.1428125
course_skill_atlas,bge-base,triplet,dev,44,DenseNeg,NDCG@10,32,0.0436622560894813
course_skill_atlas,bge-base,triplet,dev,44,DenseNeg,MRR@10,32,0.08024553571428572
course_skill_atlas,bge-base,triplet,dev,44,DenseNeg,MAP@100,32,0.006808933591553544
course_skill_atlas,bge-base,triplet,dev,44,DenseNeg,Recall@100,32,0.0375
course_skill_atlas,bge-base,triplet,dev,55,CA-HNM-full,NDCG@10,32,0.06223456983840449
course_skill_atlas,bge-base,triplet,dev,55,CA-HNM-full,MRR@10,32,0.10416666666666667
course_skill_atlas,bge-base,triplet,dev,55,CA-HNM-full,MAP@100,32,0.012705805286104464
course_skill_atlas,bge-base,triplet,dev,55,CA-HNM-full,Recall@100,32,0.05375
course_skill_atlas,bge-base,triplet,dev,55,CA-HNM-rank-matched,NDCG@10,32,0.055879327625284705
course_skill_atlas,bge-base,triplet,dev,55,CA-HNM-rank-matched,MRR@10,32,0.10420386904761905
course_skill_atlas,bge-base,triplet,dev,55,CA-HNM-rank-matched,MAP@100,32,0.010019325314824305
course_skill_atlas,bge-base,triplet,dev,55,CA-HNM-rank-matched,Recall@100,32,0.0490625
course_skill_atlas,bge-base,triplet,dev,55,DPR-Random,NDCG@10,32,0.3147213978366237
course_skill_atlas,bge-base,triplet,dev,55,DPR-Random,MRR@10,32,0.4359375
course_skill_atlas,bge-base,triplet,dev,55,DPR-Random,MAP@100,32,0.0925822293547585
course_skill_atlas,bge-base,triplet,dev,55,DPR-Random,Recall@100,32,0.178125
course_skill_atlas,bge-base,triplet,dev,55,DenseNeg,NDCG@10,32,0.02926121333196039
course_skill_atlas,bge-base,triplet,dev,55,DenseNeg,MRR@10,32,0.05758928571428571
course_skill_atlas,bge-base,triplet,dev,55,DenseNeg,MAP@100,32,0.00586310970681039
course_skill_atlas,bge-base,triplet,dev,55,DenseNeg,Recall@100,32,0.03875
course_skill_atlas,bge-base,triplet,dev,66,CA-HNM-full,NDCG@10,32,0.04832151110479588
course_skill_atlas,bge-base,triplet,dev,66,CA-HNM-full,MRR@10,32,0.09513888888888888
course_skill_atlas,bge-base,triplet,dev,66,CA-HNM-full,MAP@100,32,0.010746080834327524
course_skill_atlas,bge-base,triplet,dev,66,CA-HNM-full,Recall@100,32,0.045625000000000006
course_skill_atlas,bge-base,triplet,dev,66,CA-HNM-rank-matched,NDCG@10,32,0.05480967627717865
course_skill_atlas,bge-base,triplet,dev,66,CA-HNM-rank-matched,MRR@10,32,0.1119295634920635
course_skill_atlas,bge-base,triplet,dev,66,CA-HNM-rank-matched,MAP@100,32,0.01034540352020632
course_skill_atlas,bge-base,triplet,dev,66,CA-HNM-rank-matched,Recall@100,32,0.049375
course_skill_atlas,bge-base,triplet,dev,66,DPR-Random,NDCG@10,32,0.23894763577020856
course_skill_atlas,bge-base,triplet,dev,66,DPR-Random,MRR@10,32,0.31258680555555557
course_skill_atlas,bge-base,triplet,dev,66,DPR-Random,MAP@100,32,0.06825024137678536
course_skill_atlas,bge-base,triplet,dev,66,DPR-Random,Recall@100,32,0.1475
course_skill_atlas,bge-base,triplet,dev,66,DenseNeg,NDCG@10,32,0.03877865597216344
course_skill_atlas,bge-base,triplet,dev,66,DenseNeg,MRR@10,32,0.090625
course_skill_atlas,bge-base,triplet,dev,66,DenseNeg,MAP@100,32,0.008343600311534284
course_skill_atlas,bge-base,triplet,dev,66,DenseNeg,Recall@100,32,0.045625
course_skill_atlas,bge-base,triplet,dev,77,CA-HNM-full,NDCG@10,32,0.054497014760570985
