dataset,model_key,loss,eval_split,baseline,strategy,metric,n_seeds,n_queries_min,baseline_mean,strategy_mean,mean_diff,seed_sd_diff,paired_effect_dz,seed_win_rate,hierarchical_ci95_low,hierarchical_ci95_high
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,CA-HNM-full,MRR@10,10,500,0.17548992063492064,0.25917484126984125,0.08368492063492064,0.03440766538057843,2.432159221187875,1.0,0.060366398809523804,0.10515386507936508
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,CA-HNM-full,MAP@100,10,500,0.12944057357686614,0.18798406163829187,0.05854348806142573,0.022718611551443498,2.576895508286728,1.0,0.043845963507342205,0.073126097643211
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,CA-HNM-full,Recall@100,10,500,0.5683539407814407,0.591814174991675,0.02346023421023421,0.013425318612541374,1.7474620072196003,0.9,0.013948005432067935,0.03265996252358752
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,DPR-Random,NDCG@10,10,500,0.16533474021502104,0.3351512739993355,0.16981653378431444,0.039554822058109416,4.293194228881612,1.0,0.1451939600871553,0.19466468005673626
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,DPR-Random,MRR@10,10,500,0.17548992063492064,0.3338709523809524,0.15838103174603174,0.037603377127545044,4.2118831829605865,1.0,0.13522785912698412,0.18287729365079364
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,DPR-Random,MAP@100,10,500,0.12944057357686614,0.2697706643732122,0.14033009079634612,0.028344656572087092,4.950848158609856,1.0,0.1228148812771306,0.1583531099672893
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,DPR-Random,Recall@100,10,500,0.5683539407814407,0.9264336105561105,0.35807966977466976,0.007766777457662202,46.104020840897334,1.0,0.34610419019175265,0.36982452627233875
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,DenseNeg,NDCG@10,10,500,0.16533474021502104,0.3510798160545604,0.1857450758395394,0.038328522648096455,4.8461318883827165,1.0,0.16302235078307953,0.20955469778929445
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,DenseNeg,MRR@10,10,500,0.17548992063492064,0.35051301587301587,0.17502309523809526,0.03401195995999025,5.145927945463376,1.0,0.15280179365079366,0.1963943511904762
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,DenseNeg,MAP@100,10,500,0.12944057357686614,0.2709716894035875,0.1415311158267214,0.025943292538530408,5.455402995457208,1.0,0.1259173938012723,0.1577666039734368
mooccubex,bge-base,triplet,dev,CA-HNM-rank-matched,DenseNeg,Recall@100,10,500,0.5683539407814407,0.9287686951936951,0.3604147544122544,0.008025281304509193,44.90992162601788,1.0,0.3486672984792985,0.37196058254939507
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,CA-HNM-full,NDCG@10,10,500,0.17503271471687792,0.17850801220083243,0.0034752974839544946,0.009523316136302784,0.36492514101329643,0.8,-0.00457732586171753,0.010879835786835388
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,CA-HNM-full,MRR@10,10,500,0.1631702380952381,0.16823214285714286,0.005061904761904762,0.013974914252082896,0.36221365445232045,0.6,-0.005134097222222222,0.015400450396825383
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,CA-HNM-full,MAP@100,10,500,0.1582875325814097,0.1635394076199811,0.005251875038571377,0.008503294464549505,0.6176282687218001,0.8,-0.002039202317513908,0.012108830795107066
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,CA-HNM-full,Recall@100,10,500,0.5625106327006327,0.5731175646575647,0.010606931956931956,0.02967401108895697,0.35744854058099584,0.5,-0.0072831638777888785,0.03015434552947053
